"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326",Asia
Dominican Republic,"660,705",,"4,384",,"644,785",,"11,536",4,"59,758",397,"3,740,928","338,350","11,056,370",North America
Cyprus,"650,685",,"1,330",,"644,185",,"5,170",60,"531,872","1,087","9,640,118","7,879,860","1,223,387",Asia
Myanmar,"633,949",+2,"19,490",,"614,416",+5,43,,"11,479",353,"10,080,484","182,528","55,227,143",Asia
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541",Asia
Estonia,"615,423",+305,"2,946",+6,"524,990",,"87,487",5,"465,556","2,229","3,679,061","2,783,140","1,321,910",Europe
Moldova,"607,450",,"11,988",,"504,142",,"91,320",49,"151,364","2,987","3,216,305","801,437","4,013,171",Europe
Venezuela,"552,157",+3,"5,854",,"545,924",+3,379,36,"18,866",200,"3,359,014","114,771","29,266,991",South America
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692",Africa
Libya,"507,187",,"6,437",,"500,737",,13,,"72,036",914,"2,483,812","352,777","7,040,745",Africa
Ethiopia,"500,085",+25,"7,572",,"487,343",+27,"5,170",1,"4,139",63,"5,495,411","45,487","120,812,698",Africa
Qatar,"494,868",+131,688,,"493,729",+89,451,35,"166,068",231,"4,065,369","1,364,257","2,979,915",Asia
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061",Africa
Honduras,"472,250",+31,"11,111",,N/A,N/A,N/A,105,"46,203","1,087","1,635,967","160,056","10,221,247",North America
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966",Asia
Bosnia and Herzegovina,"401,636",,"16,279",,"379,084",,"6,273",,"123,606","5,010","1,884,721","580,036","3,249,317",Europe
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993",Asia
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304",Europe
Zambia,"343,135",,"4,057",,"338,854",,224,,"17,624",208,"3,943,335","202,531","19,470,234",Africa
Kenya,"342,932",+13,"5,688",,"337,220",+4,24,1,"6,100",101,"3,967,062","70,569","56,215,221",Africa
Albania,"334,427",,"3,597",,"329,169",,"1,661",,"116,672","1,255","1,941,032","677,173","2,866,374",Europe
Botswana,"329,758",+31,"2,801",,"326,916",+48,41,1,"135,082","1,147","2,026,898","830,300","2,441,162",Africa
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371",Europe
Montenegro,"288,682",+52,"2,808",+1,"285,214",+84,660,6,"459,721","4,472","2,721,739","4,334,324","627,950",Europe
Brunei,"278,698",,225,,"243,601",,"34,872",,"625,682",505,"717,784","1,611,437","445,431",Asia
Algeria,"271,490",+13,"6,881",,"182,808",+4,"81,801",,"5,987",152,"230,861","5,091","45,350,148",Africa
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934",Africa
Zimbabwe,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa
Uzbekistan,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia
Mozambique,"233,214",+116,"2,242",,"228,805",,"2,167",11,"7,048",68,"1,371,127","41,437","33,089,461",Africa
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087",North America
Laos,"218,020",,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023",Asia
Afghanistan,"209,436",+21,"7,896",,"191,261",+18,"10,279",45,"5,139",194,"1,203,414","29,528","40,754,388",Asia
Iceland,"209,137",+44,229,,N/A,N/A,N/A,2,"605,504",663,"1,996,384","5,780,036","345,393",Europe
Kyrgyzstan,"206,673",,"2,991",,"196,406",,"7,276",131,"30,717",445,"1,907,195","283,460","6,728,271",Asia
Guadeloupe,"201,852",,"1,010",,N/A,N/A,N/A,19,"504,890","2,526","938,039","2,346,306","399,794",North America
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389",North America
Trinidad and Tobago,"189,918",+622,"4,355",+8,"185,101",+548,462,8,"135,021","3,096","900,861","640,460","1,406,585",North America
Maldives,"185,738",,311,,"163,687",,"21,740",25,"343,333",575,"2,213,831","4,092,223","540,985",Asia
Ghana,"171,229",+20,"1,462",,"169,726",+6,41,2,"5,286",45,"2,531,089","78,131","32,395,450",Africa
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874",Africa
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa
Jamaica,"154,196",,"3,502",,"102,393",,"48,301",,"51,655","1,173","1,183,986","396,633","2,985,094",North America
Cambodia,"138,719",,"3,056",,"135,660",+2,3,,"8,080",178,"3,091,420","180,062","17,168,639",Asia
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464",Africa
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548",Africa
Malta,"117,610",,828,,"116,117",,665,4,"264,868","1,865","2,119,315","4,772,877","444,033",Europe
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023",North America
Angola,"105,277",,"1,933",,"103,317",,27,,"3,006",55,"1,499,795","42,818","35,027,343",Africa
Channel Islands,"101,449",+67,227,,"101,091",+62,131,,"574,902","1,286","1,252,808","7,099,551","176,463",Europe
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169",South America
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792",Africa
Senegal,"88,921",,"1,971",,"86,947",,3,,"5,037",112,"1,146,543","64,946","17,653,671",Africa
Malawi,"88,702",,"2,686",,"85,580",,436,67,"4,395",133,"624,784","30,959","20,180,839",Africa
Ivory Coast,"88,255",+9,834,,"87,397",+12,24,,"3,181",30,"1,680,848","60,588","27,742,298",Africa
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831",South America
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915",Australia/Oceania
French Polynesia,"77,957",,649,,N/A,N/A,N/A,7,"274,338","2,284",,,"284,164",Australia/Oceania
Eswatini,"74,267",,"1,425",,"72,795",,47,,"62,682","1,203","1,048,704","885,119","1,184,817",Africa
Guyana,"73,075",,"1,298",,"71,756",,21,,"92,029","1,635","722,237","909,567","794,045",South America
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190",North America
Fiji,"68,897",,883,,"66,860",,"1,154",,"75,755",971,"668,967","735,560","909,466",Australia/Oceania
Madagascar,"67,889",,"1,423",,"66,445",,21,,"2,327",49,"526,651","18,050","29,178,077",Africa
Sudan,"63,809",,"5,013",,"58,468",,328,,"1,387",109,"562,941","12,240","45,992,020",Africa
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981",Africa
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678",Africa
Bhutan,"62,620",,21,,"61,564",,"1,035",,"79,473",27,"2,303,734","2,923,739","787,941",Asia
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840",Africa
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426",Africa
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa
Andorra,"47,875",,165,,"47,563",,147,14,"618,037","2,130","249,838","3,225,256","77,463",Europe
Papua New Guinea,"46,809",,670,,"43,982",,"2,157",7,"5,037",72,"249,149","26,813","9,292,169",Australia/Oceania
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609",North America
Tanzania,"42,846",,846,,N/A,N/A,N/A,7,677,13,,,"63,298,550",Africa
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259",Africa
Mauritius,"41,752",,"1,043",,"40,030",,679,,"32,754",818,"358,675","281,374","1,274,727",Africa
Togo,"39,394",,290,,"39,081",,23,,"4,538",33,"808,655","93,154","8,680,837",Africa
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732",Europe
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233",Europe
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283",North America
Mali,"33,059",+3,743,,"32,180",,136,,"1,540",35,"796,928","37,112","21,473,764",Africa
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113",North America
Benin,"27,999",+9,163,,"27,830",+5,6,,"2,190",13,"604,310","47,268","12,784,726",Africa
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159",Australia/Oceania
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489",Australia/Oceania
San Marino,"23,616",+33,122,,"23,471",+195,23,4,"692,856","3,579","157,634","4,624,732","34,085",Europe
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa
Liechtenstein,"21,426",,89,,"21,300",,37,1,"558,158","2,318","112,457","2,929,559","38,387",Europe
Gibraltar,"20,433",,111,,"16,579",,"3,743",,"606,249","3,293","534,283","15,852,213","33,704",Europe
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America
Bermuda,"18,814",,160,,"18,638",,16,,"303,750","2,583","1,027,859","16,594,698","61,939",North America
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa
Tonga,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania
Monaco,"16,115",,67,,"15,992",,56,4,"405,073","1,684","78,646","1,976,875","39,783",Europe
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa
Marshall Islands,"15,618",,17,,"15,528",,73,,"260,053",283,,,"60,057",Australia/Oceania
CAR,"15,368",,113,,"15,200",,55,2,"3,063",23,"81,294","16,205","5,016,678",Africa
Gambia,"12,598",+12,372,,"12,189",,37,,"4,924",145,"155,686","60,851","2,558,482",Africa
Saint Martin,"12,257",,63,,"1,399",,"10,795",7,"308,507","1,586","112,382","2,828,643","39,730",North America
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia
Caribbean Netherlands,"11,676",,38,,"10,476",,"1,162",,"438,173","1,426","30,126","1,130,559","26,647",North America
Sint Maarten,"11,020",,91,,"10,905",,24,N/A,"250,648","2,070","62,056","1,411,454","43,966",North America
Eritrea,"10,189",,103,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244",Africa
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa
St. Vincent Grenadines,"9,589",,123,,"9,466",,0,,"85,961","1,103","113,703","1,019,292","111,551",North America
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America
Comoros,"9,001",,161,,"8,838",,2,,"9,919",177,,,"907,419",Africa
Guinea-Bissau,"8,960",,176,,"8,660",,124,6,"4,342",85,"145,231","70,385","2,063,367",Africa
Liberia,"8,090",,295,,"7,783",,12,2,"1,525",56,"139,824","26,356","5,305,117",Africa
Sierra Leone,"7,760",,126,,N/A,N/A,N/A,,934,15,"259,958","31,296","8,306,436",Africa
Chad,"7,679",+1,194,,"4,874",,"2,611",,441,11,"191,341","10,988","17,413,580",Africa
British Virgin Islands,"7,305",,64,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596",North America
Cook Islands,"7,031",+1,2,,"7,027",,2,,"400,148",114,"19,690","1,120,596","17,571",Australia/Oceania
Saint Kitts and Nevis,"6,597",,47,,"6,548",,2,,"122,459",872,"126,932","2,356,221","53,871",North America
Turks and Caicos,"6,557",+6,38,,"6,499",+8,20,4,"164,993",956,"612,335","15,408,143","39,741",North America
Sao Tome and Principe,"6,281",,77,,"6,204",,0,,"27,587",338,"29,036","127,530","227,679",Africa
Palau,"5,989",,9,,"5,976",,4,,"328,470",494,"69,136","3,791,806","18,233",Australia/Oceania
St. Barth,"5,439",,6,,N/A,N/A,N/A,,"546,908",603,"78,646","7,908,095","9,945",North America
Nauru,"5,247",,1,,"5,075",,171,,"481,244",92,"20,509","1,881,042","10,903",Australia/Oceania
Kiribati,"5,013",,18,,"2,703",,"2,292",3,"40,618",146,,,"123,419",Australia/Oceania
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America
Macao,"3,514",,121,,"3,391",,2,,"5,264",181,"7,850","11,760","667,490",Asia
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America
Niue,791,,,,790,,1,,"487,670",,,,"1,622",Australia/Oceania
Diamond Princess,712,,13,,699,,0,,,,,,,
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa
MS Zaandam,9,,2,,7,,0,,,,,,,
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania
