"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
Poland,"6,414,853","+2,595","118,868",8.0,"5,335,940",,"960,045",696,"169,976","3,150","38,255,088","1,013,654","37,739,785",Europe
Colombia,"6,359,464",,"142,615",,"6,182,304",,"34,545",342,"123,454","2,769","36,951,507","717,327","51,512,762",South America
Austria,"5,897,313","+6,057","21,872",2.0,"5,820,956","+6,023","54,485",72,"650,436","2,412","211,273,524","23,302,116","9,066,710",Europe
Greece,"5,842,655",,"36,066",,"5,798,598","+1,599","7,991",115,"566,333","3,496","102,228,365","9,909,078","10,316,637",Europe
Portugal,"5,566,708",,"26,117",,"5,537,148",+376,"3,443",61,"548,954","2,575","45,968,702","4,533,148","10,140,570",Europe
Ukraine,"5,382,095",,"111,175",,"5,261,929",,"8,991",,"124,608","2,574","32,603,805","754,855","43,192,122",Europe
Chile,"5,161,209","+2,256","64,158",13.0,"5,090,530","+3,396","6,521",79,"268,112","3,333","48,409,626","2,514,760","19,250,195",South America
Malaysia,"5,042,188",+173,"36,957",,"4,996,057",+219,"9,174",12,"151,960","1,114","68,055,581","2,051,036","33,181,072",Asia
Israel,"4,797,566",+331,"12,268",,"4,781,252",,"4,046",57,"514,429","1,315","41,373,364","4,436,346","9,326,000",Asia
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia
Thailand,"4,727,831",,"33,902",,"4,692,636",,"1,293",,"67,465",484,"17,270,775","246,450","70,078,203",Asia
Belgium,"4,717,655",,"33,717",,"4,657,415",,"26,523",43,"404,315","2,890","36,709,556","3,146,099","11,668,278",Europe
Czechia,"4,607,884","+1,049","42,424",6.0,"4,555,364","+1,109","10,096",40,"429,168","3,951","56,989,828","5,307,905","10,736,784",Europe
Canada,"4,581,763",,"51,061",,"4,494,469","+1,575","36,233",99,"119,353","1,330","66,343,123","1,728,207","38,388,419",North America
Peru,"4,485,282",+135,"219,395",8.0,"4,264,232",+167,"1,655",40,"133,157","6,513","37,997,691","1,128,057","33,684,208",South America
Switzerland,"4,389,655",,"14,452",,"4,371,249",,"3,954",39,"500,323","1,647","23,833,472","2,716,487","8,773,637",Europe
Philippines,"4,076,120",+198,"66,083",7.0,"4,000,638",+37,"9,399",162,"36,229",587,"34,571,035","307,274","112,508,994",Asia
South Africa,"4,061,383",,"102,595",,"3,912,506",,"46,282",192,"66,847","1,689","26,473,049","435,726","60,756,135",Africa
Romania,"3,335,131",,"67,675",,"3,260,130",,"7,326",115,"175,244","3,556","26,603,809","1,397,895","19,031,335",Europe
Denmark,"3,174,969",,"8,244",,"3,165,682",,"1,043",19,"544,130","1,413","129,190,878","22,140,871","5,834,950",Europe
Hong Kong,"2,883,055",+119,"13,449",2.0,"2,838,363","+3,787","31,243",28,"379,135","1,769","76,127,725","10,011,143","7,604,299",Asia
Sweden,"2,697,827",,"23,633",,"2,670,018",+238,"4,176",9,"264,002","2,313","19,469,139","1,905,196","10,218,971",Europe
Serbia,"2,490,311",+600,"17,807",4.0,"2,458,589",+937,"13,915",18,"287,797","2,058","12,373,793","1,429,998","8,653,016",Europe
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia
Singapore,"2,222,006",,"1,722",,"2,149,583",,"70,701",1,"373,852",290,"24,756,666","4,165,302","5,943,546",Asia
New Zealand,"2,214,259","+1,297","3,893",6.0,"2,203,002","+1,176","7,364",,"452,055",795,"7,768,604","1,586,011","4,898,203",Australia/Oceania
Hungary,"2,194,969",,"48,745",,"2,142,682",,"3,542",6,"228,494","5,074","11,394,556","1,186,160","9,606,259",Europe
Bangladesh,"2,037,773",,"29,445",,"1,998,448",,"9,880",,"12,138",175,"15,254,399","90,862","167,885,689",Asia
Slovakia,"1,862,716",+126,"21,016",2.0,"1,840,527",+76,"1,173",20,"341,145","3,849","7,402,003","1,355,630","5,460,193",Europe
Georgia,"1,825,598",,"16,965",,"1,776,548",,"32,085",,"459,995","4,275","16,920,079","4,263,340","3,968,738",Asia
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869",Asia
Ireland,"1,702,523",,"8,629",,"1,691,735",,"2,159",11,"339,135","1,719","13,024,205","2,594,360","5,020,199",Europe
Pakistan,"1,576,880",+42,"30,643",2.0,"1,538,689",,"7,548",15,"6,871",134,"30,570,862","133,213","229,488,994",Asia
Norway,"1,478,888",+23,"5,112",,"1,473,135",+39,641,20,"268,334",928,"11,002,430","1,996,315","5,511,370",Europe
Finland,"1,462,169",,"8,892",,"1,451,490",+136,"1,787",21,"263,219","1,601","12,047,792","2,168,835","5,554,960",Europe
Kazakhstan,"1,407,351",,"13,846",,"1,383,020",,"10,485",24,"73,280",721,"11,575,012","602,707","19,205,043",Asia
Slovenia,"1,327,413",+348,"7,071",,"1,316,507",+241,"3,835",4,"638,783","3,403","2,835,994","1,364,749","2,078,034",Europe
Lithuania,"1,304,028",+329,"9,585",2.0,"1,288,325",+41,"6,118",8,"489,922","3,601","10,373,322","3,897,243","2,661,708",Europe
Bulgaria,"1,296,642",+28,"38,211",1.0,"1,255,497",+3,"2,934",26,"189,440","5,583","11,047,756","1,614,084","6,844,597",Europe
Morocco,"1,272,442",+7,"16,296",,"1,256,061",+4,85,3,"33,687",431,"12,979,066","343,609","37,772,756",Africa
Croatia,"1,268,666",,"17,950",,"1,250,175",,541,10,"312,534","4,422","5,503,682","1,355,825","4,059,286",Europe
Guatemala,"1,235,918",+471,"20,167",2.0,"1,214,542",+480,"1,209",5,"66,504","1,085","6,909,090","371,775","18,584,039",North America
Lebanon,"1,231,577",+121,"10,823",1.0,"1,087,587",,"133,167",74,"184,234","1,619","4,795,578","717,380","6,684,849",Asia
Costa Rica,"1,199,055",,"9,214",,"860,711",,"329,130",52,"231,373","1,778","4,659,757","899,158","5,182,354",North America
Bolivia,"1,192,696",+182,"22,364",1.0,"1,156,821",+463,"13,511",220,"99,452","1,865","2,705,422","225,590","11,992,656",South America
Tunisia,"1,150,793",,"29,330",,,,,44,"95,528","2,435","5,001,397","415,169","12,046,656",Africa
Cuba,"1,112,578",+6,"8,530",,"1,103,965",+2,83,,"98,409",754,"14,316,094","1,266,278","11,305,652",North America
Ecuador,"1,056,578",,"36,008",,"1,015,999",,"4,571",759,"58,331","1,988","3,082,403","170,173","18,113,361",South America
UAE,"1,051,732",+143,"2,349",,"1,034,899",+64,"14,484",,"104,320",233,"199,149,334","19,753,380","10,081,785",Asia
Uruguay,"1,034,046",,"7,617",,"1,025,995",,434,18,"295,778","2,179","6,114,822","1,749,083","3,496,016",South America
Panama,"1,031,014",,"8,603",,"1,021,886",,525,16,"231,847","1,935","7,522,110","1,691,516","4,446,964",North America
Mongolia,"1,007,896",,"2,179",,"1,005,709",+2,8,192,"298,364",645,"4,030,048","1,193,000","3,378,078",Asia
Nepal,"1,001,140",+1,"12,020",,"989,113",+2,7,,"33,122",398,"6,011,031","198,872","30,225,582",Asia
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800",Europe
Latvia,"975,928",,"6,237",,"969,343",,348,13,"527,860","3,373","7,863,922","4,253,443","1,848,837",Europe
Saudi Arabia,"829,228",+43,"9,613",2.0,"816,585",+47,"3,030",42,"23,134",268,"45,133,035","1,259,120","35,844,909",Asia
Azerbaijan,"828,492",+15,"10,116",2.0,"818,229",+20,147,,"80,435",982,"7,521,187","730,198","10,300,205",Asia
Paraguay,"808,327",,"19,870",,,,,7,"110,641","2,720","2,657,506","363,751","7,305,843",South America
Bahrain,"706,250",+237,"1,548",,"706,013",,"-1,311",3,"395,884",868,"10,732,586","6,016,081","1,783,983",Asia
Sri Lanka,"672,026",,"16,830",,"655,195",+1,1,,"31,147",780,"6,486,117","300,619","21,575,842",Asia
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326",Asia
Dominican Republic,"660,533",,"4,384",,"644,785",,"11,364",4,"59,742",397,"3,740,928","338,350","11,056,370",North America
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387",Asia
Myanmar,"633,907",+1,"19,490",,"614,395",+17,22,,"11,478",353,"10,041,438","181,821","55,227,143",Asia
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541",Asia
Estonia,"614,848",,"2,934",,"524,990",,"86,924",1,"465,121","2,220","3,671,717","2,777,585","1,321,910",Europe
Moldova,"603,750",,"11,974",,"504,142",,"87,634",49,"150,442","2,984","3,216,305","801,437","4,013,171",Europe
Venezuela,"551,974",+17,"5,853",1.0,"545,841",+70,280,36,"18,860",200,"3,359,014","114,771","29,266,991",South America
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692",Africa
Libya,"507,171",,"6,437",,"500,733",,1,,"72,034",914,"2,483,538","352,738","7,040,745",Africa
Ethiopia,"499,959",+11,"7,572",,"487,221",+8,"5,166",,"4,138",63,"5,486,754","45,415","120,812,698",Africa
Qatar,"493,847",+123,686,,"492,695",,466,21,"165,725",230,"4,065,369","1,364,257","2,979,915",Asia
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061",Africa
Honduras,"471,557",,"11,109",,,,,105,"46,135","1,087","1,626,616","159,141","10,221,247",North America
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966",Asia
Bosnia and Herzegovina,"401,575",,"16,278",,"379,084",,"6,213",,"123,588","5,010","1,884,721","580,036","3,249,317",Europe
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993",Asia
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304",Europe
Kenya,"342,900",,"5,688",,"337,183",,29,1,"6,100",101,"3,967,062","70,569","56,215,221",Africa
Zambia,"342,831",,"4,055",,"338,289",,487,,"17,608",208,"3,923,997","201,538","19,470,234",Africa
Albania,"334,373",+17,"3,596",,"329,114",+8,"1,663",,"116,654","1,255","1,941,032","677,173","2,866,374",Europe
Botswana,"329,662",,"2,801",,"326,868",,-7,1,"135,043","1,147","2,026,898","830,300","2,441,162",Africa
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371",Europe
Montenegro,"288,088",+101,"2,801",,"284,463",+104,824,6,"458,775","4,461","2,714,923","4,323,470","627,950",Europe
Brunei,"277,992",,225,,"243,601",,"34,166",,"624,097",505,"717,784","1,611,437","445,431",Asia
Algeria,"271,439",+3,"6,881",,"182,790",+2,"81,768",,"5,985",152,"230,861","5,091","45,350,148",Africa
Nigeria,"266,463",,"3,155",,"259,850",,"3,458",11,"1,229",15,"5,708,974","26,339","216,746,934",Africa
Zimbabwe,"263,921",,"5,663",,"257,205",,"1,053",12,"17,214",369,"2,525,756","164,744","15,331,428",Africa
Uzbekistan,"250,932",,"1,637",,"241,486",,"7,809",23,"7,298",48,"1,377,915","40,077","34,382,084",Asia
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461",Africa
Martinique,"229,807",,"1,098",,,,,12,"614,314","2,935","828,928","2,215,870","374,087",North America
Laos,"218,015",+1,758,,,,,,"29,142",101,"1,233,207","164,845","7,481,023",Asia
Afghanistan,"209,263",+26,"7,896",,"190,608",+35,"10,759",45,"5,135",194,"1,199,032","29,421","40,754,388",Asia
Iceland,"208,999",,229,,,,,2,"605,105",663,"1,996,384","5,780,036","345,393",Europe
Kyrgyzstan,"206,633",,"2,991",,"196,406",,"7,236",131,"30,711",445,"1,907,195","283,460","6,728,271",Asia
Guadeloupe,"201,852",,"1,010",,,,,19,"504,890","2,526","938,039","2,346,306","399,794",North America
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389",North America
Trinidad and Tobago,"188,737",,"4,339",,"184,363",,35,8,"134,181","3,085","895,520","636,663","1,406,585",North America
Maldives,"185,729",,311,,"163,687",,"21,731",25,"343,316",575,"2,213,831","4,092,223","540,985",Asia
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450",Africa
Namibia,"171,121",,"4,090",,"166,689",,342,,"64,969","1,553","1,062,663","403,460","2,633,874",Africa
Uganda,"170,478",,"3,630",,"100,431",,"66,417",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa
Jamaica,"154,065",,"3,500",,"102,393",,"48,172",,"51,611","1,172","1,183,986","396,633","2,985,094",North America
Cambodia,"138,714",,"3,056",,"135,650",,8,,"8,079",178,"3,091,420","180,062","17,168,639",Asia
Rwanda,"133,170",,"1,468",,"131,634",,68,,"9,792",108,"5,959,042","438,150","13,600,464",Africa
Cameroon,"124,328",,"1,965",,"122,333",,30,13,"4,454",70,"1,751,774","62,762","27,911,548",Africa
Malta,"117,338",,827,,"115,923",,588,4,"264,255","1,862","2,111,209","4,754,622","444,033",Europe
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023",North America
Angola,"105,205",,"1,931",,"103,250",,24,,"3,004",55,"1,499,795","42,818","35,027,343",Africa
Channel Islands,"101,320",,227,,"100,975",,118,,"574,171","1,286","1,252,808","7,099,551","176,463",Europe
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169",South America
DRC,"95,646",,"1,464",,"84,282",,"9,900",,"1,004",15,"846,704","8,890","95,240,792",Africa
Senegal,"88,917",,"1,971",,"86,938",,8,,"5,037",112,"1,146,543","64,946","17,653,671",Africa
Malawi,"88,681",,"2,686",,"85,542",,453,67,"4,394",133,"624,784","30,959","20,180,839",Africa
Ivory Coast,"88,182",+24,834,,"87,299",+10,49,,"3,179",30,"1,678,025","60,486","27,742,298",Africa
Suriname,"82,227",,"1,400",,,,,,"137,773","2,346","240,907","403,644","596,831",South America
New Caledonia,"79,871",,314,,"79,557",,0,9,"274,551","1,079","98,964","340,182","290,915",Australia/Oceania
French Polynesia,"77,957",,649,,,,,7,"274,338","2,284",,,"284,164",Australia/Oceania
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817",Africa
Guyana,"73,066",,"1,298",,"71,742",,26,,"92,017","1,635","721,408","908,523","794,045",South America
Belize,"70,740",,688,,"70,036",,16,6,"171,620","1,669","576,016","1,397,453","412,190",North America
Fiji,"68,889",+13,883,,"66,850",+19,"1,156",,"75,747",971,"668,445","734,986","909,466",Australia/Oceania
Madagascar,"67,852",,"1,421",,"66,427",,4,,"2,325",49,"525,141","17,998","29,178,077",Africa
Sudan,"63,787",,"5,011",,"58,438",,338,,"1,387",109,"562,941","12,240","45,992,020",Africa
Mauritania,"63,667",,997,,"62,439",,231,,"12,988",203,"1,009,957","206,030","4,901,981",Africa
Cabo Verde,"63,240",,413,,"62,770",,57,23,"111,401",728,"401,622","707,482","567,678",Africa
Bhutan,"62,615",,21,,"61,564",,"1,030",,"79,467",27,"2,303,734","2,923,739","787,941",Asia
Syria,"57,463",,"3,164",,"54,299",,0,,"2,967",163,"146,269","7,553","19,364,809",Asia
Burundi,"53,609",,38,,"53,569",,2,,"4,246",3,"345,742","27,386","12,624,840",Africa
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426",Africa
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa
Andorra,"47,866",,165,,"47,563",,138,14,"617,921","2,130","249,838","3,225,256","77,463",Europe
Papua New Guinea,"46,792",,670,,"43,982",,"2,140",7,"5,036",72,"249,149","26,813","9,292,169",Australia/Oceania
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America
Aruba,"44,026",,236,,"42,438",,"1,352",2,"409,129","2,193","177,885","1,653,068","107,609",North America
Tanzania,"42,823",,846,,,,,7,677,13,,,"63,298,550",Africa
Mayotte,"42,004",,188,,,,,,"146,734",657,"176,919","618,038","286,259",Africa
Mauritius,"41,717",,"1,043",,"40,012",,662,,"32,726",818,"358,675","281,374","1,274,727",Africa
Togo,"39,371",,290,,"39,074",,7,,"4,535",33,"808,113","93,092","8,680,837",Africa
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa
Isle of Man,"38,008",,116,,,,,,"443,335","1,353","150,753","1,758,422","85,732",Europe
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa
Faeroe Islands,"34,658",,28,,,,,5,"703,959",569,"778,000","15,802,409","49,233",Europe
Haiti,"34,143",,860,,"33,044",,239,,"2,923",74,"132,422","11,337","11,680,283",North America
Mali,"32,997",+8,743,,"32,071",+9,183,,"1,537",35,"795,054","37,024","21,473,764",Africa
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America
Saint Lucia,"29,882",,409,,"29,095",,378,,"161,426","2,209","210,983","1,139,752","185,113",North America
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726",Africa
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa
Solomon Islands,"24,575",,153,,,,,1,"34,077",212,,,"721,159",Australia/Oceania
Micronesia,"23,671",,60,,,,,1,"201,474",511,"54,967","467,848","117,489",Australia/Oceania
San Marino,"23,536",,122,,"23,276",,138,4,"690,509","3,579","157,634","4,624,732","34,085",Europe
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa
Liechtenstein,"21,395",,89,,"21,281",,25,,"557,350","2,318","112,457","2,929,559","38,387",Europe
Gibraltar,"20,423",,111,,"16,579",,"3,733",,"605,952","3,293","534,283","15,852,213","33,704",Europe
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America
Bermuda,"18,799",,160,,"18,632",,7,,"303,508","2,583","1,027,337","16,586,270","61,939",North America
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa
Tonga,"16,801",,13,,"15,638",,"1,150",,"155,927",121,"535,009","4,965,327","107,749",Australia/Oceania
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania
Monaco,"16,106",,67,,"15,992",,47,4,"404,846","1,684","78,646","1,976,875","39,783",Europe
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa
Marshall Islands,"15,598",,17,,"15,528",,53,,"259,720",283,,,"60,057",Australia/Oceania
CAR,"15,368",,113,,"15,200",,55,2,"3,063",23,"81,294","16,205","5,016,678",Africa
Gambia,"12,586",,372,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482",Africa
Saint Martin,"12,257",,63,,"1,399",,"10,795",7,"308,507","1,586","112,382","2,828,643","39,730",North America
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia
Caribbean Netherlands,"11,672",,38,,"10,476",,"1,158",,"438,023","1,426","30,126","1,130,559","26,647",North America
Sint Maarten,"11,016",,91,,"10,905",,20,,"250,557","2,070","62,056","1,411,454","43,966",North America
Eritrea,"10,189",,103,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244",Africa
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa
St. Vincent Grenadines,"9,589",,123,,"9,466",,0,,"85,961","1,103","113,703","1,019,292","111,551",North America
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America
Comoros,"8,998",,161,,"8,837",,0,,"9,916",177,,,"907,419",Africa
Guinea-Bissau,"8,953",,176,,"8,660",,117,6,"4,339",85,"145,231","70,385","2,063,367",Africa
Liberia,"8,065",,294,,"7,768",,3,2,"1,520",55,"139,824","26,356","5,305,117",Africa
Sierra Leone,"7,760",,126,,,,,,934,15,"259,958","31,296","8,306,436",Africa
Chad,"7,675",,194,,"4,874",,"2,607",,441,11,"191,341","10,988","17,413,580",Africa
British Virgin Islands,"7,305",,64,,,,,,"238,757","2,092","107,339","3,508,269","30,596",North America
Cook Islands,"7,025",,2,,"7,012",,11,,"399,806",114,"19,690","1,120,596","17,571",Australia/Oceania
Saint Kitts and Nevis,"6,596",,46,,"6,546",,4,,"122,441",854,"126,927","2,356,129","53,871",North America
Turks and Caicos,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America
Sao Tome and Principe,"6,281",,77,,"6,203",,1,,"27,587",338,"29,036","127,530","227,679",Africa
Palau,"5,988",,9,,"5,976",,3,,"328,416",494,"69,136","3,791,806","18,233",Australia/Oceania
St. Barth,"5,439",,6,,,,,,"546,908",603,"78,646","7,908,095","9,945",North America
Nauru,"5,247",,1,,"5,075",,171,,"481,244",92,"20,509","1,881,042","10,903",Australia/Oceania
Kiribati,"5,013",,18,,"2,703",,"2,292",3,"40,618",146,,,"123,419",Australia/Oceania
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America
Macao,"3,513",,121,,"3,378",,14,,"5,263",181,"7,850","11,760","667,490",Asia
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America
Niue,783,,,,752,,31,,"482,737",,,,"1,622",Australia/Oceania
Diamond Princess,712,,13,,699,,0,,,,,,,
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa
MS Zaandam,9,,2,,7,,0,,,,,,,
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania
