"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
Mexico,"7,492,112",+924,"333,243",+8,"6,729,945","+6,173","428,924",N/A,"56,947","2,533","19,642,771","149,303","131,562,772",North America
Indonesia,"6,739,289",+222,"160,950",+2,"6,575,099",+311,"3,240",N/A,"24,144",577,"114,158,919","408,975","279,134,505",Asia
Poland,"6,453,221",+535,"119,030",,"5,335,940",,"998,251",696,"170,993","3,154","38,372,093","1,016,754","37,739,785",Europe
Colombia,"6,360,780",,"142,639",,"6,184,346",,"33,795",342,"123,480","2,769","36,951,507","717,327","51,512,762",South America
Austria,"5,976,589","+1,950","21,995",,"5,905,634","+4,423","48,960",78,"659,179","2,426","211,273,524","23,302,116","9,066,710",Europe
Greece,"5,896,788",,"36,283",,"5,835,175","+2,618","25,330",115,"571,580","3,517","102,228,365","9,909,078","10,316,637",Europe
Portugal,"5,570,473",,"26,266",,"5,539,213",,"4,994",61,"549,325","2,590","45,994,869","4,535,728","10,140,570",Europe
Ukraine,"5,399,231",,"111,298",,"5,270,797",,"17,136",,"125,005","2,577","32,603,805","754,855","43,192,122",Europe
Chile,"5,206,380","+2,848","64,323",+12,"5,132,406","+3,657","9,651",87,"270,459","3,341","48,644,255","2,526,949","19,250,195",South America
Malaysia,"5,045,192",,"36,967",,"4,998,845",,"9,380",5,"152,050","1,114","68,309,333","2,058,684","33,181,072",Asia
Israel,"4,805,452",+411,"12,338",,"4,781,252",,"11,862",57,"515,275","1,323","41,373,364","4,436,346","9,326,000",Asia
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia
Belgium,"4,739,365",,"33,814",,"4,668,181","+1,046","37,370",43,"406,175","2,898","36,797,565","3,153,641","11,668,278",Europe
Thailand,"4,728,304",+122,"33,924",+6,"4,692,636",,"1,744",N/A,"67,472",484,"17,270,775","246,450","70,078,203",Asia
Czechia,"4,620,419",+120,"42,506",,"4,569,771",+830,"8,142",38,"430,335","3,959","57,046,964","5,313,226","10,736,784",Europe
Canada,"4,609,277","+1,237","51,624",+25,"4,518,164","+1,441","39,489",99,"120,069","1,345","66,343,123","1,728,207","38,388,419",North America
Peru,"4,488,259",+120,"219,587",+24,"4,266,190",+68,"2,482",37,"133,245","6,519","38,157,518","1,132,801","33,684,208",South America
Switzerland,"4,392,464",,"14,452",,"4,373,995",,"4,017",39,"500,643","1,647","23,833,472","2,716,487","8,773,637",Europe
Philippines,"4,078,041",+146,"66,217",+7,"4,002,696",+119,"9,128",162,"36,246",589,"34,695,653","308,381","112,508,994",Asia
South Africa,"4,068,319",+866,"102,595",,"3,912,506",,"53,218",192,"66,961","1,689","26,795,090","441,027","60,756,135",Africa
Romania,"3,352,356","+6,310","67,773",+37,"3,267,395",,"17,188",117,"176,149","3,561","26,825,878","1,409,564","19,031,335",Europe
Denmark,"3,176,083",+51,"8,312",+4,"3,166,821",+47,950,19,"544,321","1,425","129,212,435","22,144,566","5,834,950",Europe
Hong Kong,"2,883,999",+32,"13,471",+1,"2,865,594",+398,"4,934",28,"379,259","1,771","76,127,725","10,011,143","7,604,299",Asia
Sweden,"2,699,339",,"23,749",,"2,672,804",+159,"2,786",8,"264,150","2,324","19,477,620","1,906,026","10,218,971",Europe
Serbia,"2,503,093",+951,"17,895",+4,"2,470,979",+932,"14,219",15,"289,274","2,068","12,492,978","1,443,772","8,653,016",Europe
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia
New Zealand,"2,239,800","+1,644","3,944",+3,"2,225,733","+1,631","10,123",,"457,270",805,"7,768,604","1,586,011","4,898,203",Australia/Oceania
Singapore,"2,234,996",,"1,722",,"2,149,583",,"83,691",1,"376,037",290,"24,756,666","4,165,302","5,943,546",Asia
Hungary,"2,196,804",,"48,762",,"2,143,788",,"4,254",14,"228,685","5,076","11,394,556","1,186,160","9,606,259",Europe
Bangladesh,"2,037,871",,"29,445",,"1,998,448",,"9,978",N/A,"12,138",175,"15,254,399","90,862","167,885,689",Asia
Slovakia,"1,864,135",+15,"21,044",+2,"1,841,737",+16,"1,354",25,"341,405","3,854","7,409,388","1,356,983","5,460,193",Europe
Georgia,"1,827,537",,"16,971",,"1,776,548",,"34,018",,"460,483","4,276","16,920,079","4,263,340","3,968,738",Asia
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869",Asia
Ireland,"1,704,502",,"8,708",,"1,693,541",+134,"2,253",11,"339,529","1,735","13,041,966","2,597,898","5,020,199",Europe
Pakistan,"1,577,647",+87,"30,645",,"1,538,689",,"8,313",10,"6,875",134,"30,570,862","133,213","229,488,994",Asia
Norway,"1,479,679",+71,"5,213",,"1,473,675",+23,791,20,"268,478",946,"11,002,430","1,996,315","5,511,370",Europe
Finland,"1,463,644",,"8,967",,"1,452,812",+87,"1,865",21,"263,484","1,614","12,057,338","2,170,554","5,554,960",Europe
Kazakhstan,"1,408,124",,"13,846",,"1,383,020",,"11,258",24,"73,321",721,"11,575,012","602,707","19,205,043",Asia
Slovenia,"1,332,824",+107,"7,082",+1,"1,320,572",+86,"5,170",5,"641,387","3,408","2,841,861","1,367,572","2,078,034",Europe
Lithuania,"1,308,538",+32,"9,603",,"1,293,040",+683,"5,895",3,"491,616","3,608","10,391,486","3,904,067","2,661,708",Europe
Bulgaria,"1,297,864",+167,"38,232",+1,"1,256,838",+122,"2,794",25,"189,619","5,586","11,082,368","1,619,141","6,844,597",Europe
Morocco,"1,272,526",,"16,296",,"1,256,151",,79,3,"33,689",431,"12,995,267","344,038","37,772,756",Africa
Croatia,"1,269,687",+361,"18,006",+19,"1,251,200",+310,481,8,"312,786","4,436","5,530,633","1,362,464","4,059,286",Europe
Guatemala,"1,238,950",+17,"20,182",,"1,217,784",+41,984,5,"66,667","1,086","6,993,092","376,296","18,584,039",North America
Lebanon,"1,233,101",,"10,845",,"1,087,587",,"134,669",74,"184,462","1,622","4,795,578","717,380","6,684,849",Asia
Costa Rica,"1,209,725",,"9,245",,"860,711",,"339,769",52,"233,432","1,784","4,659,757","899,158","5,182,354",North America
Bolivia,"1,194,613",+226,"22,367",+1,"1,161,457",+702,"10,789",220,"99,612","1,865","2,705,422","225,590","11,992,656",South America
Tunisia,"1,151,126",,"29,341",,N/A,N/A,N/A,44,"95,556","2,436","5,003,083","415,309","12,046,656",Africa
Cuba,"1,112,667",+10,"8,530",,"1,104,047",+2,90,,"98,417",754,"14,324,663","1,267,036","11,305,652",North America
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361",South America
UAE,"1,053,887",+141,"2,349",,"1,036,276",+85,"15,262",,"104,534",233,"199,481,070","19,786,285","10,081,785",Asia
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America
Panama,"1,031,731",,"8,609",,"1,022,524",,598,16,"232,008","1,936","7,548,346","1,697,416","4,446,964",North America
Mongolia,"1,007,900",,"2,179",,"1,005,717",,4,192,"298,365",645,"4,030,048","1,193,000","3,378,078",Asia
Nepal,"1,001,166",+2,"12,020",,"989,130",+1,16,,"33,123",398,"6,015,419","199,017","30,225,582",Asia
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800",Europe
Latvia,"976,315",+13,"6,253",,"969,714",+9,348,13,"528,070","3,382","7,866,852","4,255,027","1,848,837",Europe
Saudi Arabia,"830,568",+168,"9,622",+1,"817,433",+73,"3,513",38,"23,171",268,"45,175,083","1,260,293","35,844,909",Asia
Azerbaijan,"828,946",+4,"10,144",,"818,590",+7,212,,"80,479",985,"7,542,059","732,224","10,300,205",Asia
Paraguay,"808,507",,"19,880",,N/A,N/A,N/A,7,"110,666","2,721","2,657,506","363,751","7,305,843",South America
Bahrain,"712,094",+326,"1,553",,"707,851",+494,"2,690",8,"399,160",871,"10,756,636","6,029,562","1,783,983",Asia
Sri Lanka,"672,043",+2,"16,830",,"655,206",+1,7,,"31,148",780,"6,486,117","300,619","21,575,842",Asia
Kuwait,"663,860",,"2,570",,"660,237",,"1,053",,"151,555",587,"8,455,743","1,930,391","4,380,326",Asia
Dominican Republic,"660,790",,"4,384",,"644,785",,"11,621",4,"59,766",397,"3,740,928","338,350","11,056,370",North America
Cyprus,"652,386",,"1,335",,"645,696",,"5,355",60,"533,262","1,091","9,640,118","7,879,860","1,223,387",Asia
Myanmar,"633,957",+2,"19,490",,"614,453",+11,14,,"11,479",353,"10,103,455","182,944","55,227,143",Asia
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541",Asia
Estonia,"615,423",,"2,946",,"524,990",,"87,487",5,"465,556","2,229","3,679,061","2,783,140","1,321,910",Europe
Moldova,"611,140",,"12,003",,"504,142",,"94,995",49,"152,284","2,991","3,216,305","801,437","4,013,171",Europe
Venezuela,"552,225",+9,"5,854",,"545,981",+28,390,31,"18,869",200,"3,359,014","114,771","29,266,991",South America
Egypt,"515,759",,"24,613",,"442,182",,"48,964",122,"4,858",232,"3,693,367","34,792","106,156,692",Africa
Libya,"507,201",+14,"6,437",,"500,750",+13,14,,"72,038",914,"2,483,812","352,777","7,040,745",Africa
Ethiopia,"500,169",+6,"7,572",,"487,379",+3,"5,218",1,"4,140",63,"5,501,807","45,540","120,812,698",Africa
Qatar,"495,558",+173,688,,"494,371",+487,499,26,"166,299",231,"4,065,369","1,364,257","2,979,915",Asia
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061",Africa
Honduras,"472,308",+7,"11,111",,N/A,N/A,N/A,105,"46,208","1,087","1,639,169","160,369","10,221,247",North America
Armenia,"447,308",,"8,727",,"435,162",,"3,419",,"150,509","2,936","3,242,901","1,091,164","2,971,966",Asia
Bosnia and Herzegovina,"401,729",,"16,280",,"379,084",,"6,365",,"123,635","5,010","1,884,721","580,036","3,249,317",Europe
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993",Asia
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304",Europe
Zambia,"343,135",,"4,057",,"338,854",,224,,"17,624",208,"3,943,335","202,531","19,470,234",Africa
Kenya,"342,938",+1,"5,688",,"337,225",+3,25,1,"6,100",101,"3,967,062","70,569","56,215,221",Africa
Albania,"334,497",,"3,598",,"329,219",,"1,680",,"116,697","1,255","1,941,032","677,173","2,866,374",Europe
Botswana,"329,769",+11,"2,801",,"326,962",+46,6,1,"135,087","1,147","2,026,898","830,300","2,441,162",Africa
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371",Europe
Montenegro,"289,009",+74,"2,808",,"285,561",+79,640,6,"460,242","4,472","2,725,218","4,339,865","627,950",Europe
Brunei,"279,661",,225,,"243,601",,"35,835",,"627,844",505,"717,784","1,611,437","445,431",Asia
Algeria,"271,532",+10,"6,881",,"182,829",+4,"81,822",,"5,987",152,"230,861","5,091","45,350,148",Africa
Nigeria,"266,628",+30,"3,155",,"259,938",+21,"3,535",11,"1,230",15,"5,708,974","26,339","216,746,934",Africa
Zimbabwe,"264,276",,"5,671",,"258,184",,421,12,"17,238",370,"2,525,756","164,744","15,331,428",Africa
Uzbekistan,"251,247",,"1,637",,"241,486",,"8,124",23,"7,307",48,"1,377,915","40,077","34,382,084",Asia
Mozambique,"233,214",,"2,242",,"228,805",,"2,167",11,"7,048",68,"1,371,127","41,437","33,089,461",Africa
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087",North America
Laos,"218,023",,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023",Asia
Afghanistan,"209,557",+18,"7,896",,"191,371",+59,"10,290",45,"5,142",194,"1,207,332","29,625","40,754,388",Asia
Iceland,"209,137",,229,,N/A,N/A,N/A,2,"605,504",663,"1,996,384","5,780,036","345,393",Europe
Kyrgyzstan,"206,708",,"2,991",,"196,406",,"7,311",131,"30,722",445,"1,907,195","283,460","6,728,271",Asia
Guadeloupe,"201,886",,"1,010",,N/A,N/A,N/A,19,"504,975","2,526","938,039","2,346,306","399,794",North America
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389",North America
Trinidad and Tobago,"189,918",,"4,355",,"185,101",,462,8,"135,021","3,096","900,861","640,460","1,406,585",North America
Maldives,"185,744",+6,311,,"163,687",,"21,746",25,"343,344",575,"2,213,831","4,092,223","540,985",Asia
Ghana,"171,281",+52,"1,462",,"169,768",+42,51,2,"5,287",45,"2,531,801","78,153","32,395,450",Africa
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874",Africa
Uganda,"170,558",+14,"3,630",,"100,431",,"66,497",3,"3,522",75,"3,012,408","62,198","48,432,863",Africa
Jamaica,"154,416",,"3,514",,"102,529",,"48,373",,"51,729","1,177","1,183,986","396,633","2,985,094",North America
Cambodia,"138,720",,"3,056",,"135,660",,4,,"8,080",178,"3,091,420","180,062","17,168,639",Asia
Rwanda,"133,194",,"1,468",,"131,647",,79,,"9,793",108,"6,021,981","442,778","13,600,464",Africa
Cameroon,"124,605",+213,"1,966",+1,"122,434",+90,205,13,"4,464",70,"1,751,774","62,762","27,911,548",Africa
Malta,"117,610",,828,,"116,117",,665,4,"264,868","1,865","2,119,315","4,772,877","444,033",Europe
Barbados,"106,798",,579,,"106,211",,8,,"370,797","2,010","794,426","2,758,203","288,023",North America
Angola,"105,288",,"1,933",,"103,342",,13,,"3,006",55,"1,499,795","42,818","35,027,343",Africa
Channel Islands,"101,449",,227,,"101,091",,131,,"574,902","1,286","1,252,808","7,099,551","176,463",Europe
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169",South America
DRC,"95,815",+66,"1,464",,"84,379",+58,"9,972",,"1,006",15,"846,704","8,890","95,240,792",Africa
Senegal,"88,926",,"1,971",,"86,947",,8,,"5,037",112,"1,146,543","64,946","17,653,671",Africa
Malawi,"88,707",,"2,686",,"85,583",,438,67,"4,396",133,"624,784","30,959","20,180,839",Africa
Ivory Coast,"88,277",+2,834,,"87,422",+1,21,,"3,182",30,"1,682,212","60,637","27,742,298",Africa
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831",South America
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915",Australia/Oceania
French Polynesia,"78,055",,649,,N/A,N/A,N/A,7,"274,683","2,284",,,"284,164",Australia/Oceania
Eswatini,"74,323",,"1,425",,"72,824",,74,,"62,730","1,203","1,048,704","885,119","1,184,817",Africa
Guyana,"73,086",,"1,298",,"71,775",,13,,"92,043","1,635","722,993","910,519","794,045",South America
Belize,"70,782",,688,,"70,085",,9,6,"171,722","1,669","576,016","1,397,453","412,190",North America
Fiji,"68,898",,883,,"67,006",,"1,009",,"75,757",971,"669,148","735,759","909,466",Australia/Oceania
Madagascar,"67,941",,"1,423",,"66,470",,48,,"2,328",49,"528,012","18,096","29,178,077",Africa
Sudan,"63,829",,"5,017",,"58,501",+9,311,,"1,388",109,"562,941","12,240","45,992,020",Africa
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981",Africa
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678",Africa
Bhutan,"62,627",,21,,"61,564",,"1,042",,"79,482",27,"2,303,734","2,923,739","787,941",Asia
Syria,"57,478",,"3,164",,"54,314",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840",Africa
Seychelles,"50,937",+272,172,,"50,750",+310,15,,"512,311","1,730",,,"99,426",Africa
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa
Andorra,"47,890",,165,,"47,563",,162,14,"618,231","2,130","249,838","3,225,256","77,463",Europe
Papua New Guinea,"46,825",,670,,"43,982",,"2,173",7,"5,039",72,"249,149","26,813","9,292,169",Australia/Oceania
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609",North America
Tanzania,"42,906",,846,,N/A,N/A,N/A,7,678,13,,,"63,298,550",Africa
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259",Africa
Mauritius,"41,769",,"1,043",,"40,052",,674,,"32,767",818,"358,675","281,374","1,274,727",Africa
Togo,"39,404",,290,,"39,081",,33,,"4,539",33,"808,904","93,183","8,680,837",Africa
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732",Europe
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233",Europe
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283",North America
Mali,"33,067",,743,,"32,224",+2,100,,"1,540",35,"798,041","37,164","21,473,764",Africa
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113",North America
Benin,"27,999",,163,,"27,830",,6,,"2,190",13,"604,310","47,268","12,784,726",Africa
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159",Australia/Oceania
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489",Australia/Oceania
San Marino,"23,616",,122,,"23,471",,23,4,"692,856","3,579","157,634","4,624,732","34,085",Europe
Timor-Leste,"23,419",,138,,"23,102",,179,,"17,101",101,"278,529","203,391","1,369,429",Asia
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa
Liechtenstein,"21,433",,89,,"21,337",,7,3,"558,340","2,318","112,457","2,929,559","38,387",Europe
Gibraltar,"20,462",,111,,"16,579",,"3,772",,"607,109","3,293","534,283","15,852,213","33,704",Europe
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America
Bermuda,"18,828",,160,,"18,653",,15,,"303,976","2,583","1,028,312","16,602,012","61,939",North America
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa
Tonga,"16,810",,13,,"15,638",,"1,159",,"156,011",121,"535,009","4,965,327","107,749",Australia/Oceania
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania
Monaco,"16,119",,67,,"15,992",,60,4,"405,173","1,684","78,646","1,976,875","39,783",Europe
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa
Marshall Islands,"15,649",,17,,"15,528",,104,,"260,569",283,,,"60,057",Australia/Oceania
CAR,"15,368",,113,,"15,200",,55,2,"3,063",23,"81,294","16,205","5,016,678",Africa
Gambia,"12,598",,372,,"12,189",,37,,"4,924",145,"155,686","60,851","2,558,482",Africa
Saint Martin,"12,271",,63,,"1,399",,"10,809",7,"308,860","1,586","112,382","2,828,643","39,730",North America
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia
Caribbean Netherlands,"11,679",,38,,"10,476",,"1,165",,"438,286","1,426","30,126","1,130,559","26,647",North America
Sint Maarten,"11,020",,91,,"10,905",,24,N/A,"250,648","2,070","62,056","1,411,454","43,966",North America
Eritrea,"10,189",,103,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244",Africa
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa
St. Vincent Grenadines,"9,589",,123,,"9,466",,0,,"85,961","1,103","113,703","1,019,292","111,551",North America
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America
Comoros,"9,008",,161,,"8,838",,9,,"9,927",177,,,"907,419",Africa
Guinea-Bissau,"8,960",,176,,"8,660",,124,6,"4,342",85,"145,231","70,385","2,063,367",Africa
Liberia,"8,090",,295,,"7,783",,12,2,"1,525",56,"139,824","26,356","5,305,117",Africa
Sierra Leone,"7,760",,126,,N/A,N/A,N/A,,934,15,"259,958","31,296","8,306,436",Africa
Chad,"7,682",+3,194,,"4,874",,"2,614",,441,11,"191,341","10,988","17,413,580",Africa
British Virgin Islands,"7,305",,64,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596",North America
Cook Islands,"7,033",+2,2,,"7,030",+3,1,,"400,262",114,"19,690","1,120,596","17,571",Australia/Oceania
Saint Kitts and Nevis,"6,597",,47,,"6,548",,2,,"122,459",872,"126,932","2,356,221","53,871",North America
Turks and Caicos,"6,561",,38,,"6,504",,19,4,"165,094",956,"612,335","15,408,143","39,741",North America
Sao Tome and Principe,"6,281",,77,,"6,204",,0,,"27,587",338,"29,036","127,530","227,679",Africa
Palau,"5,994",,9,,"5,985",,0,,"328,745",494,"69,272","3,799,265","18,233",Australia/Oceania
St. Barth,"5,441",,6,,N/A,N/A,N/A,,"547,109",603,"78,646","7,908,095","9,945",North America
Nauru,"5,393",,1,,"5,347",,45,,"494,635",92,"20,509","1,881,042","10,903",Australia/Oceania
Kiribati,"5,014",,18,,"2,703",,"2,293",3,"40,626",146,,,"123,419",Australia/Oceania
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America
Macao,"3,514",,121,,"3,392",,1,,"5,264",181,"7,850","11,760","667,490",Asia
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America
Niue,792,,,,790,,2,,"488,286",,,,"1,622",Australia/Oceania
Diamond Princess,712,,13,,699,,0,,,,,,,
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa
MS Zaandam,9,,2,,7,,0,,,,,,,
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania
